WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,Year,Days_Policy_Accident_numeric,Days_Policy_Claim_numeric,PastNumberOfClaims_numeric,AgeOfVehicle_numeric,AgeOfPolicyHolder_numeric,NumberOfSuppliments_numeric,NumberOfCars_numeric,DaysToClaimRatio,IsYoungDriver,IsOldVehicle,AgeVehicleRatio,QuickClaim,NoPoliceReport,NoWitness,IsNewPolicy,HighDeductible,IsFrequentClaimant,AddressChanged,RiskScore,Month_Numerical,MonthClaimed_Numerical,DayOfWeek_Numerical,DayOfWeekClaimed_Numerical,Make_label_encoded,Make_frequency_encoded,AccidentArea_encoded,Sex_encoded,MaritalStatus_encoded,Fault_encoded,VehiclePrice_encoded,Days_Policy_Claim_encoded,PastNumberOfClaims_encoded,AgeOfVehicle_encoded,PoliceReportFiled_encoded,WitnessPresent_encoded,AgentType_encoded,NumberOfSuppliments_encoded,AddressChange_Claim_encoded,NumberOfCars_encoded,BasePolicy_encoded
2,3,41,5055,3,481,4,1994,35,35,0,7,39,1,1,0.9722222222222222,0,1,4.933230718742156,0,1,1,0,0,0,0,2,10,10,5,1,17,0.20239948119325551,0,1,0,0,1,2,0,6,0,0,0,0,2,0,0
1,2,17,1073,3,400,1,1994,35,35,4,0,17,0,1,0.9722222222222222,0,0,16.891071440072626,0,1,1,0,0,1,0,3,2,2,6,1,5,0.18100322752855652,1,1,0,0,4,2,2,0,0,0,0,0,0,0,1
5,1,58,909,14,400,1,1994,35,35,3,8,58,3,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,1,0,3,1,2,5,3,17,0.20239948119325551,1,1,0,0,1,2,2,7,0,0,0,1,1,0,2
1,2,31,4330,11,400,2,1994,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.409549250006358,0,1,1,0,0,0,0,2,6,6,1,2,11,0.202393102003443,1,1,0,0,0,2,0,5,0,0,0,0,1,0,2
2,2,45,3494,13,400,3,1994,35,35,0,7,43,0,1,0.9722222222222222,0,1,4.92923918198093,0,1,1,0,0,0,0,2,5,5,1,1,4,0.15379081488100166,0,1,0,0,0,2,0,6,0,0,0,0,0,0,2
4,3,31,9642,13,400,3,1995,35,35,3,6,35,0,1,0.9722222222222222,0,1,4.732422660505171,0,1,1,0,0,1,0,3,1,1,4,2,9,0.21471358392127063,1,0,0,0,3,2,2,5,0,0,0,0,0,0,0
4,2,56,900,10,400,2,1994,35,35,1,7,53,0,1,0.9722222222222222,0,1,6.209384820438008,0,1,1,0,0,0,0,2,1,2,4,4,15,0.2181164639906353,1,1,0,0,1,2,1,6,0,0,0,0,0,0,1
2,3,38,14994,9,400,3,1996,35,35,1,7,35,0,1,0.9722222222222222,0,1,4.4655689586834955,0,1,1,0,0,0,0,2,10,10,5,4,13,0.24883268482490273,1,1,0,0,2,2,1,6,0,0,0,0,0,0,0
3,3,58,14125,12,400,4,1996,35,35,2,7,58,5,1,0.9722222222222222,0,1,6.970103478700577,0,1,1,0,0,0,0,2,8,8,4,5,15,0.21853305767926545,1,1,0,0,0,2,1,6,0,0,0,2,0,0,2
5,1,51,13228,5,400,2,1996,35,35,1,8,50,2,1,0.9722222222222222,0,1,5.618817443970667,0,1,1,0,0,0,0,2,6,7,4,2,2,0.08672492722740223,1,1,0,0,3,2,1,7,0,0,0,1,0,0,1
2,3,64,15409,6,400,2,1996,35,35,4,6,58,1,1,0.9722222222222222,0,1,7.294429047100485,0,1,1,0,0,0,0,2,11,11,4,6,9,0.15479260748586704,1,0,0,0,1,2,2,5,0,0,0,0,0,0,0
1,3,27,9863,11,400,3,1995,35,35,0,6,33,3,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,2,3,5,2,13,0.24089700469519457,0,0,0,0,1,2,0,5,0,0,0,1,3,0,0
3,3,34,10257,11,400,2,1995,35,35,1,6,35,1,1,0.9722222222222222,0,1,4.72974110246825,0,1,1,0,0,0,0,2,2,2,1,4,13,0.24883268482490273,1,1,0,0,2,2,1,5,0,0,0,0,0,0,0
5,3,42,2440,15,400,4,1994,35,35,2,6,41,1,1,0.9722222222222222,0,1,5.330735587224641,0,1,1,0,0,0,0,2,3,4,2,3,14,0.23228868687839627,1,0,0,0,1,2,1,5,0,0,0,0,0,0,2
4,3,64,7518,5,400,2,1995,35,35,0,8,65,2,1,0.9722222222222222,0,1,7.255601836506022,0,1,1,0,0,0,0,2,10,10,3,3,0,0.03060959792477302,1,1,0,0,5,2,0,7,0,0,0,1,0,0,2
2,1,22,1176,2,400,2,1994,35,35,0,5,25,4,1,0.9722222222222222,0,0,4.146381748643044,0,1,1,0,0,0,0,2,2,2,4,2,8,0.1583475336827773,1,1,0,0,4,2,0,4,0,0,0,2,0,0,0
3,3,32,5686,4,400,2,1994,35,35,4,5,33,5,1,0.9722222222222222,0,0,4.803596554234213,0,1,1,0,0,1,0,3,8,8,7,5,17,0.20239948119325551,1,1,0,0,1,2,2,4,0,0,0,2,0,0,1
4,1,22,10372,11,400,1,1995,35,35,2,5,26,0,1,0.9722222222222222,0,0,4.061279718206106,0,1,1,0,0,0,0,2,2,2,6,2,6,0.18164721141374837,1,1,0,0,4,2,1,4,0,0,0,0,0,0,0
2,2,62,12843,13,400,3,1996,35,35,0,7,64,0,1,0.9722222222222222,0,0,7.748691744050898,0,1,1,0,0,0,0,2,6,6,4,1,14,0.03286506625386926,0,1,0,0,3,2,0,6,0,0,0,0,0,0,2
4,2,38,7501,3,400,2,1995,35,35,1,6,38,0,1,0.9722222222222222,0,1,5.18946093190787,0,1,1,0,0,0,0,2,10,11,3,3,14,0.22752960158573954,1,1,0,0,1,2,1,5,0,0,0,0,1,0,2
3,3,37,11623,8,400,2,1996,35,35,0,6,35,4,1,0.9722222222222222,0,0,4.727181615059481,0,1,1,0,0,0,0,2,4,4,1,2,6,0.17370960980408945,1,1,0,0,3,2,0,5,0,0,0,2,0,0,1
1,1,46,5513,14,400,2,1994,35,35,0,7,45,1,1,0.9722222222222222,0,1,5.096769181129613,0,1,1,0,0,0,0,2,8,8,5,4,2,0.10901426718547341,0,1,1,0,5,2,0,6,0,0,0,0,0,0,0
3,2,70,672,8,400,2,1994,35,35,1,7,63,0,1,0.9722222222222222,0,1,7.241059456298322,0,1,1,0,0,0,0,2,1,1,2,2,3,0.11666072596399517,0,1,0,0,1,2,1,6,0,0,0,0,0,0,0
4,4,39,5839,15,400,2,1994,35,35,2,7,38,5,1,0.9722222222222222,0,1,4.746967029517894,0,1,1,0,0,0,0,2,8,8,7,3,14,0.008393603964092555,1,1,0,0,1,2,1,6,0,0,0,2,3,0,0
4,4,35,12516,8,400,3,1996,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,5,5,5,3,3,0.11635488961869102,1,1,1,0,1,2,0,5,0,0,0,0,0,0,0
1,1,28,4291,13,400,3,1994,35,35,1,5,33,0,1,0.9722222222222222,0,0,5.302216323321694,0,1,1,0,0,0,0,2,6,6,6,1,16,0.20907855736359707,0,0,0,0,0,2,1,4,0,0,0,0,0,0,2
2,1,53,11388,7,400,1,1996,35,35,2,7,47,0,1,0.9722222222222222,0,1,5.5914984686222615,0,1,1,0,0,0,0,2,4,4,5,1,7,0.17939577604071205,0,1,0,0,1,2,1,6,0,0,0,0,0,0,0
3,3,42,13643,7,400,4,1996,35,35,3,7,38,2,1,0.9722222222222222,0,1,4.559284206684904,0,1,1,0,0,1,0,3,7,7,2,2,12,0.13980658126149764,1,1,0,0,1,2,2,6,0,0,0,1,1,0,2
3,3,22,8711,7,400,2,1995,35,35,3,4,28,4,1,0.9722222222222222,0,0,5.582893990746665,0,1,1,0,0,1,0,3,12,12,1,1,17,0.20239948119325551,1,0,0,0,1,2,2,3,0,0,0,2,0,0,0
3,1,43,2216,5,400,2,1994,35,35,0,7,38,0,1,0.9722222222222222,0,1,4.676338408157842,0,1,1,0,0,0,0,2,3,3,1,1,13,0.24883268482490273,1,1,0,0,0,2,0,6,0,0,0,0,0,0,0
4,4,36,7415,4,400,1,1995,35,35,1,6,39,2,1,0.9722222222222222,0,1,5.198986039955802,0,1,1,0,0,0,0,2,10,10,6,3,11,0.19135899395769934,0,1,0,0,0,2,1,5,0,0,0,1,0,0,0
4,4,31,2211,10,400,3,1994,35,35,2,6,33,4,1,0.9722222222222222,0,1,4.36716215171931,0,1,1,0,0,0,0,2,3,4,1,1,17,0.20239948119325551,1,1,0,0,3,2,1,5,0,0,0,2,0,0,2
3,4,30,7342,8,519,4,1995,35,35,1,5,33,0,1,0.9722222222222222,0,0,4.952823800274687,0,1,1,0,0,0,0,2,10,10,2,2,6,0.16465449294223675,1,1,1,0,1,2,0,4,0,0,0,0,0,0,1
3,1,45,5200,4,400,1,1994,35,35,0,8,45,0,2,0.9722222222222222,0,1,5.0334361933949126,0,1,1,0,0,0,0,2,7,8,2,2,0,0.059230931324027396,1,1,0,0,3,2,0,7,0,0,0,0,1,0,1
3,2,41,10259,13,400,1,1995,35,35,0,7,38,0,1,0.9722222222222222,0,1,4.856958202459485,0,1,1,0,0,0,0,2,2,2,2,4,12,0.24595826983792407,1,1,0,0,5,2,0,6,0,0,0,0,0,0,1
3,3,44,2174,6,400,2,1994,35,35,2,7,38,5,3,0.9722222222222222,0,1,4.222278870350113,0,1,1,0,0,0,0,2,3,3,6,2,16,0.2024044650219964,0,1,0,0,1,2,1,6,0,0,0,2,0,1,1
2,1,39,10681,8,400,3,1995,35,35,1,6,37,0,1,0.9722222222222222,0,1,5.091202418833207,0,1,1,0,0,0,0,2,3,3,3,2,3,0.12668166703128253,1,1,0,0,5,2,0,5,0,0,0,0,0,0,0
3,4,45,12370,7,400,2,1996,35,35,3,7,45,5,1,0.9722222222222222,0,1,5.08888737750476,0,1,1,0,0,1,0,3,5,5,5,4,5,0.03984308754191522,1,1,0,0,2,2,2,6,0,0,0,2,0,0,1
2,2,48,1861,10,400,2,1994,35,35,2,7,44,5,1,0.9722222222222222,0,1,5.1579926429284075,0,1,1,0,0,0,0,2,3,3,1,3,15,0.19505394779849677,1,1,0,0,1,2,1,6,0,0,0,2,0,0,0
4,1,17,3130,7,402,3,1994,35,35,0,0,17,0,1,0.9722222222222222,0,0,16.914478820350823,0,1,1,0,0,0,0,2,4,4,2,1,6,0.18179208966615173,1,1,0,0,4,2,0,0,0,0,0,0,3,0,1
1,2,48,4267,5,400,1,1994,35,35,2,7,43,2,1,0.9722222222222222,0,1,5.306025624873504,0,1,1,0,0,0,0,2,6,6,6,3,7,0.13024557161768366,0,1,0,0,1,2,1,6,0,0,0,1,0,0,2
4,1,40,288,2,400,3,1994,35,35,3,7,37,5,1,0.9722222222222222,0,1,4.657426556162403,0,1,1,0,0,1,0,3,12,1,3,2,11,0.2281231289324142,1,1,0,0,2,2,2,6,0,0,0,2,0,0,0
3,4,43,11634,12,400,1,1996,35,35,0,7,40,5,1,0.9722222222222222,0,1,5.124064885780549,0,1,1,0,0,0,0,2,4,4,2,1,10,0.18940990683850686,1,1,0,0,4,2,0,6,0,0,0,2,0,0,0
3,3,67,15108,14,400,2,1996,35,35,0,7,70,5,1,0.9722222222222222,0,1,7.950387603953482,0,1,1,0,0,0,0,2,10,10,3,4,6,0.18164721141374837,1,1,0,0,1,2,0,6,0,0,0,2,0,0,1
3,2,24,11679,4,400,3,1996,35,35,0,5,28,2,1,0.9722222222222222,0,0,4.669644879310622,0,1,1,0,0,0,0,2,4,4,3,2,8,0.15369488538405826,1,1,0,0,1,2,0,4,0,0,0,1,0,0,1
5,1,49,908,13,400,1,1994,35,35,2,7,52,4,1,0.9722222222222222,0,1,6.040839699396951,0,1,1,0,0,0,0,2,1,1,5,1,16,0.21323123956710716,0,1,0,0,1,2,1,6,0,0,0,2,1,0,2
4,1,23,3107,8,400,1,1994,35,35,2,4,27,4,1,0.9722222222222222,0,0,8.364605810198777,0,1,1,0,0,0,0,2,4,5,5,1,10,0.22670919562607666,1,0,0,0,2,2,1,4,0,0,0,2,1,0,0
3,3,45,7229,4,400,3,1995,35,35,4,7,45,3,1,0.9722222222222222,0,1,5.091434535506348,0,1,1,0,0,0,0,2,10,10,5,1,8,0.15049476749917942,0,0,0,0,2,2,2,6,0,0,0,1,0,0,0
1,2,31,4332,10,400,1,1994,35,35,0,6,33,1,1,0.9722222222222222,0,1,4.445555859039711,0,1,1,0,0,0,0,2,6,6,1,2,10,0.19651667849402601,1,1,0,0,0,2,0,5,0,0,0,0,2,0,2
5,2,44,7538,3,400,2,1995,35,35,1,6,45,2,1,0.9722222222222222,0,1,5.553308290672892,0,1,1,0,0,0,0,2,10,11,5,4,6,0.14300765651590344,1,1,0,0,2,2,1,5,0,0,0,1,0,0,2
3,4,43,14069,5,400,3,1996,35,35,2,7,40,0,1,0.9722222222222222,0,1,4.861390418722203,0,1,1,0,0,0,0,2,8,8,2,2,3,0.131419044611789,1,1,0,0,2,2,1,6,0,0,0,0,0,0,0
2,3,27,14996,14,400,3,1996,35,35,0,6,33,1,1,0.9722222222222222,0,1,4.7170546932717565,0,1,1,0,0,0,0,2,10,10,5,2,11,0.024257647158290124,1,1,0,0,1,2,0,5,0,0,0,0,0,0,1
3,3,30,13097,7,400,3,1996,35,35,4,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,6,6,2,2,12,0.23010560561880902,1,1,0,0,2,2,2,5,0,0,0,2,0,0,1
2,2,37,97,7,400,2,1994,35,35,0,7,36,3,1,0.9722222222222222,0,1,4.448338539110018,0,1,1,0,0,0,0,2,11,1,4,4,5,0.16059204822018194,0,1,0,0,5,2,0,6,0,0,0,1,0,0,0
3,4,31,10288,10,400,1,1995,35,35,1,6,35,2,1,0.9722222222222222,0,1,4.729238021909353,0,1,1,0,0,0,0,2,2,2,2,2,10,0.22070450456896887,1,1,0,0,1,2,1,5,0,0,0,1,0,0,0
5,1,30,5978,3,400,3,1994,24,35,0,6,33,0,1,1.4006261147577397,0,1,4.644330432992035,0,1,1,0,0,0,0,2,8,10,6,4,6,0.04974576731278407,0,0,0,0,4,2,0,5,0,0,0,0,0,0,2
2,2,51,11892,1,400,2,1996,35,35,4,6,51,2,1,0.9722222222222222,0,1,6.869639267699484,0,1,1,0,0,1,0,3,4,5,2,3,11,0.12627625929172964,1,1,0,0,1,2,2,5,0,0,0,1,0,0,0
5,5,48,6033,8,400,3,1994,35,35,0,7,42,3,1,0.9722222222222222,0,1,4.974036614477457,0,1,1,0,0,0,0,2,8,8,2,3,14,0.23120706262980611,0,1,0,0,0,2,0,6,0,0,0,1,0,0,2
2,3,27,13490,2,400,1,1996,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.6905671507393505,0,1,1,0,0,0,0,2,7,7,3,1,12,0.24419689202633102,1,0,1,0,1,2,0,5,0,0,0,0,0,0,0
5,3,27,7537,11,400,2,1995,35,35,0,6,33,4,1,0.9722222222222222,0,1,4.318124534506128,0,1,1,0,0,0,0,2,10,11,5,3,10,0.18417758586185778,1,0,0,0,1,2,0,5,0,0,0,2,0,0,2
4,4,39,5915,12,400,1,1994,35,35,2,7,37,3,1,0.9722222222222222,0,1,4.2209142688492705,0,1,1,0,0,0,0,2,8,8,4,4,12,0.24792882288312765,1,1,0,0,1,2,1,6,0,0,0,1,0,0,2
2,3,35,7143,11,400,2,1995,35,35,1,7,34,4,3,0.9722222222222222,0,1,4.211978551224372,0,1,1,0,0,0,0,2,10,10,3,4,14,0.01985118601742361,0,0,0,0,2,2,1,6,0,0,0,2,0,1,0
5,1,25,309,6,400,2,1994,35,35,0,2,25,0,1,0.9722222222222222,0,0,13.63896447781742,0,1,1,0,0,0,0,2,12,1,5,2,7,0.20064080827716788,0,1,0,0,3,2,0,1,0,0,0,0,0,0,2
2,1,38,10088,3,400,3,1995,35,35,3,5,35,1,1,0.9722222222222222,0,0,5.793315819427275,0,1,1,0,0,1,0,3,2,3,1,4,6,0.17859494762383868,1,1,0,0,1,2,2,4,0,0,0,0,0,0,0
2,2,35,8477,7,400,3,1995,35,35,0,6,36,4,1,0.9722222222222222,0,1,4.809301624365236,0,1,1,0,0,0,0,2,12,12,3,1,11,0.23274578879618624,1,0,0,0,1,2,0,5,0,0,0,2,0,0,1
2,3,40,12153,11,643,3,1996,35,35,0,7,36,0,1,0.9722222222222222,0,1,4.18070021789927,0,1,1,0,0,0,0,2,5,5,5,4,15,0.19310549948633782,0,1,0,0,1,2,0,6,0,0,0,0,0,0,0
2,2,44,6307,4,593,3,1995,35,35,2,6,41,1,1,0.9722222222222222,0,0,5.249346193432751,0,1,1,0,0,0,0,2,9,9,4,1,11,0.17033975863009598,1,1,0,0,1,2,1,5,0,0,0,0,0,0,2
1,1,30,6901,1,400,3,1995,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.263786937805726,0,1,1,0,0,0,0,2,10,10,1,1,0,0.0490752482749654,1,1,0,0,4,2,0,5,0,0,0,0,0,0,1
4,1,39,2221,4,400,2,1994,35,35,0,6,36,1,1,0.9722222222222222,0,1,4.741270019786725,0,1,1,0,0,0,0,2,3,4,1,1,13,0.23748257825449207,1,1,0,0,1,2,0,5,0,0,0,0,0,0,0
4,3,57,10280,7,400,1,1995,35,35,3,7,57,3,2,0.9722222222222222,0,1,6.617321193219978,0,1,1,0,0,0,0,2,2,2,3,4,10,0.18951942320611373,1,1,0,0,2,2,2,6,0,0,0,1,0,1,2
3,3,29,2116,12,400,1,1994,35,35,0,2,26,0,1,0.9722222222222222,0,0,13.414595120434436,0,1,1,0,0,0,0,2,3,3,4,3,5,0.13305642385439606,1,1,0,0,4,2,0,1,0,0,0,0,0,0,0
2,3,45,15409,2,400,2,1996,35,35,1,5,48,0,1,0.9722222222222222,0,0,7.117351362471808,0,1,1,0,0,0,0,2,11,12,1,5,17,0.20239948119325551,0,1,0,0,1,2,0,4,0,0,0,0,0,0,1
3,4,40,10259,9,400,1,1995,35,35,2,6,37,0,1,0.9722222222222222,0,1,4.748138916398078,0,1,1,0,0,0,0,2,2,2,1,4,16,0.20481913126143547,1,1,0,0,1,2,1,5,0,0,0,0,0,0,0
3,2,30,14162,9,400,3,1996,22,35,0,6,34,3,1,13.274015337466171,0,1,4.727197217263813,0,1,1,0,0,0,0,2,8,9,5,2,13,0.24883268482490273,1,1,0,0,2,2,0,5,0,0,0,1,0,0,1
1,3,44,4839,12,475,1,1994,35,35,0,8,39,0,1,0.9722222222222222,0,1,4.44297184247967,0,1,1,0,0,0,0,2,7,7,6,3,4,0.0490084714885884,1,1,0,0,0,2,0,7,0,0,0,0,2,0,1
3,3,66,662,9,400,2,1994,35,35,1,7,60,1,1,0.9722222222222222,0,1,7.016746351580757,0,1,1,0,0,0,0,2,1,1,1,2,3,0.1198564449101589,1,1,0,0,2,2,1,6,0,0,0,0,0,0,0
3,2,27,13635,15,400,3,1996,35,35,0,5,33,0,1,0.9722222222222222,0,0,5.240162094829113,0,1,1,0,0,0,0,2,7,8,1,4,9,0.18851004489544615,1,1,0,0,3,2,0,4,0,0,0,0,0,0,0
4,4,25,11105,12,400,4,1995,35,35,0,5,28,0,1,0.9722222222222222,0,0,4.6679131662161195,0,1,1,0,0,0,0,2,3,3,1,2,9,0.15409745174980966,1,0,1,0,0,2,0,4,0,0,0,0,0,0,0
2,3,41,1149,4,400,3,1994,35,35,2,6,37,0,1,0.9722222222222222,0,1,5.389251455004133,0,1,1,0,0,0,0,2,2,2,4,1,6,0.18278958159261663,1,1,0,0,1,2,1,5,0,0,0,0,0,0,0
2,3,23,592,4,400,1,1994,35,35,2,5,29,0,1,0.9722222222222222,0,0,4.680098107184979,0,1,1,0,0,0,0,2,1,1,5,1,13,0.24883268482490273,1,1,0,0,0,2,1,4,0,0,0,0,0,0,2
1,2,43,11195,5,400,1,1995,35,35,0,7,41,1,1,0.9722222222222222,0,1,4.804966194995687,0,1,1,0,0,0,0,2,4,4,6,1,13,0.1959567975856311,0,1,0,0,0,2,0,6,0,0,0,0,0,0,1
3,3,24,5701,13,400,3,1994,35,35,1,5,28,2,1,0.9722222222222222,0,0,4.674443071779309,0,1,1,0,0,0,0,2,8,8,1,3,13,0.2444996839994927,1,1,0,0,1,2,1,4,0,0,0,1,0,0,2
1,2,29,1776,3,400,4,1994,35,35,4,6,33,4,1,0.9722222222222222,0,1,4.7157572049217595,0,1,1,0,0,0,0,2,3,3,6,1,9,0.154708283586232,1,1,0,0,2,2,2,5,0,0,0,2,0,0,0
2,3,25,12157,9,400,3,1996,35,35,4,6,28,3,1,0.9722222222222222,0,1,4.063185622720179,0,1,1,0,0,0,0,2,5,5,5,3,9,0.15514484879862706,0,1,0,0,0,2,2,5,0,0,0,1,0,0,0
3,4,27,12278,2,400,3,1996,35,35,0,6,33,2,1,0.9722222222222222,0,1,4.130841444537832,0,1,1,0,0,0,0,2,5,5,2,2,16,0.20285976213533954,1,1,0,0,1,2,0,5,0,0,0,1,0,0,0
2,3,36,2866,8,467,1,1994,35,35,0,7,36,0,1,0.9722222222222222,0,1,4.548439238527067,0,1,1,0,0,0,0,2,4,4,2,3,13,0.24883268482490273,1,0,0,0,1,2,0,6,0,0,0,0,2,0,2
5,3,48,939,7,400,2,1994,35,35,3,5,47,1,1,0.9722222222222222,0,0,7.47472427895403,0,1,1,0,0,1,0,3,1,2,6,5,10,0.1604703354697579,0,1,0,0,1,2,2,4,0,0,0,0,3,0,2
1,2,55,11183,12,400,1,1995,35,35,0,7,53,4,1,0.9722222222222222,0,1,6.686576685322561,0,1,1,0,0,0,0,2,4,4,6,1,8,0.15788534830943327,0,1,0,0,1,2,0,6,0,0,0,2,0,0,0
1,1,18,316,15,400,4,1994,35,35,1,0,18,0,1,0.9722222222222222,0,0,16.229496344315976,0,1,1,0,0,0,0,2,1,1,5,3,6,0.18587306062780196,1,1,1,0,4,2,1,0,0,0,0,0,0,0,0
1,1,17,1680,11,400,4,1994,35,35,0,0,17,0,1,0.9722222222222222,1,0,17.0,0,1,1,0,0,0,0,2,3,3,3,2,6,0.18164721141374837,1,1,1,0,5,2,0,0,0,0,0,0,0,0,2
2,3,34,4353,5,400,2,1994,35,35,2,7,36,6,1,0.9722222222222222,0,1,4.452214723824643,0,1,1,0,0,0,0,2,6,6,2,3,6,0.19112537597160842,1,1,0,0,1,2,1,6,0,0,0,3,0,0,0
2,2,43,10646,11,400,3,1995,35,35,2,7,38,3,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,3,3,2,3,17,0.20239948119325551,1,1,0,0,1,2,1,6,0,0,0,1,0,0,0
2,3,40,6356,8,400,3,1995,35,35,0,6,37,0,1,0.9722222222222222,0,0,4.865467994313882,0,0,1,0,0,0,0,1,9,9,1,1,10,0.028056879817278446,0,1,0,0,1,2,0,5,0,0,0,0,0,0,1
1,1,71,7666,9,400,2,1995,35,35,0,7,66,6,1,0.9722222222222222,0,1,7.5014640553553456,0,1,1,0,0,0,0,2,11,11,2,3,1,0.05029237568629111,0,1,0,0,2,2,0,6,0,0,0,3,0,0,2
1,1,40,12671,6,400,2,1996,35,35,0,7,38,2,1,0.9722222222222222,0,1,4.316429273772771,0,1,1,0,0,0,0,2,6,6,4,4,16,0.20111983818669696,1,1,0,0,0,2,0,6,0,0,0,1,0,0,1
2,1,36,1883,10,400,3,1994,35,35,1,6,38,5,1,0.9722222222222222,0,1,5.424587873273363,0,1,1,0,0,0,0,2,3,6,2,4,5,0.18073579876189508,1,0,0,0,2,2,1,5,0,0,0,2,0,0,0
4,4,32,5852,9,400,1,1994,35,35,3,6,34,1,1,0.9722222222222222,0,1,4.724020152235162,0,1,1,0,0,1,0,3,8,8,2,3,10,0.11295853866635355,1,1,0,0,0,2,2,5,0,0,0,0,1,0,1
3,3,33,647,9,400,1,1994,35,35,3,6,34,4,1,0.9722222222222222,0,1,4.7253288477331905,0,1,1,0,0,1,0,3,1,1,1,2,6,0.13916363121373304,0,1,0,0,2,2,2,5,0,0,0,2,0,0,0
4,1,31,11040,11,400,2,1995,26,30,1,6,33,0,1,1.270864807687525,0,1,4.714285714285714,0,1,1,0,0,0,0,2,3,4,5,3,2,0.10901426718547341,1,1,0,0,1,1,1,5,0,0,0,0,0,0,2
2,3,31,7849,4,400,2,1995,35,35,1,5,33,3,2,0.9722222222222222,0,0,5.131419091109544,0,1,1,0,0,0,0,2,11,11,3,2,7,0.18324344915723656,0,1,1,0,3,2,1,4,0,0,0,1,0,1,0
1,3,28,9096,7,400,2,1995,35,35,0,7,33,2,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,1,1,3,2,7,0.16503084070479962,1,0,0,0,1,2,0,6,0,0,0,1,0,0,2
2,1,39,10428,12,400,3,1995,35,35,2,7,35,2,1,0.9722222222222222,0,1,4.428141384386184,0,1,1,0,0,0,0,2,2,3,2,2,7,0.1667189830164072,1,1,0,0,1,2,1,6,0,0,0,1,0,0,0
1,1,25,1687,7,400,2,1994,35,35,1,1,26,2,1,0.9722222222222222,0,0,11.904334987274858,0,1,1,0,0,0,0,2,3,3,3,5,5,0.09285782141992359,1,1,1,0,3,2,1,1,0,0,0,1,0,0,0
2,3,31,1990,3,400,4,1994,35,35,1,4,29,0,1,0.9722222222222222,0,0,4.985779132579994,0,1,1,0,0,0,0,2,3,3,6,1,7,0.16815037674043112,0,0,0,0,3,2,1,3,0,0,0,0,0,0,0
4,2,33,11115,3,429,2,1995,35,35,0,5,33,0,1,0.9722222222222222,0,0,5.089649868173087,0,1,1,0,0,0,0,2,5,6,2,3,0,0.05400840982802681,0,0,0,0,5,2,0,4,0,0,0,0,0,0,2
2,3,39,5086,5,556,3,1994,35,35,0,7,38,1,1,0.9722222222222222,0,1,4.75,0,1,1,0,1,0,0,2,9,8,4,1,17,0.20239948119325551,1,1,0,0,0,2,0,6,0,0,0,0,2,0,0
3,4,42,12388,7,400,2,1996,35,35,3,7,42,4,1,0.9722222222222222,0,1,4.95209251204054,0,1,1,0,0,1,0,3,5,5,3,4,10,0.10546040313394081,1,1,0,0,2,2,2,6,0,0,0,2,0,0,1
3,3,32,5774,5,400,2,1994,35,35,1,6,33,0,1,0.9722222222222222,0,1,4.208951497979903,0,1,1,0,0,0,0,2,8,8,3,4,13,0.24883268482490273,1,1,0,0,0,2,1,5,0,0,0,0,3,0,2
3,3,37,2948,8,400,2,1994,35,35,2,6,37,3,1,0.9722222222222222,0,1,4.856889316936459,0,1,1,0,0,0,0,2,4,4,7,3,7,0.16307616097081098,1,1,0,0,1,2,1,5,0,0,0,1,0,0,0
4,1,28,9590,14,400,2,1995,35,35,3,6,34,0,1,0.9722222222222222,0,1,4.602566001315428,0,1,1,0,0,1,0,3,1,1,4,4,13,0.23829033761628454,1,0,0,0,1,2,2,5,0,0,0,0,0,0,1
2,2,40,14365,10,400,2,1996,35,35,0,6,38,1,1,0.9722222222222222,0,1,4.995568539183035,0,1,1,0,0,0,0,2,8,9,4,4,5,0.10849040978637052,1,1,0,0,3,2,0,5,0,0,0,0,0,0,0
2,3,28,3614,9,400,2,1994,35,35,1,6,33,4,2,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,5,5,4,2,13,0.24883268482490273,0,1,1,0,1,2,0,5,0,0,0,2,0,0,1
3,3,37,13674,8,400,2,1996,35,35,2,6,36,0,1,0.9722222222222222,0,0,4.922058993425955,0,1,1,0,0,0,0,2,7,7,4,2,6,0.18164721141374837,1,1,0,0,2,2,1,5,0,0,0,0,0,0,0
2,1,38,11449,11,400,3,1996,35,35,3,7,38,3,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,4,4,4,2,11,0.21470416546919327,1,1,0,0,1,2,2,6,0,0,0,1,0,0,2
